0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
,2057.178217,1950.023814,1859.927566,1776.099933,1696.306046,1620.14749,1548.489493,1482.251331,1421.118828,1367.221317,1319.193995,1276.291465,1239.088617,1206.308005,1177.990121,1152.486113,1129.933975,1109.703944,1091.88018,1075.973478,1061.383318,1047.967832,1035.884838,1024.766678,1014.522534,1005.019838,996.3425778,988.2069454,980.6650477,973.5054418,967.3107665,961.20189,955.3010785,949.7269214,944.6173688,940.0048687,935.1884407,930.9512966,926.9095543,922.8728699,919.1508739,915.4907234,912.2030396,909.0367307,906.1111178,902.9492701,900.0195868,897.5296636,895.0134223,892.5868868,890.0074045,888.0684692,885.7615153,883.7551206,881.4708734,879.7923321,877.7378452,875.8885084,874.1988294,872.5813763,870.7955065,868.9431991,867.3364727,865.5072025,864.1227754,862.9478789,861.3400276,860.1431628,859.0664921,857.5907549,856.3936672,855.1471077,853.9636162,852.7576094,851.7686255,850.6235259,849.5196967,848.4505774,847.5431885,846.5145438,845.4498791,844.5299796,843.6400192,842.5897291,841.9189411,841.2077791,840.2658669,839.523781,838.6357097,837.7602288,837.2027226,836.1773885,835.5676743,834.5073147,833.7213857,833.0804275,832.534571,831.6356815,830.7751193,830.0319749,829.3459926,828.7652517,827.8893231,827.3996963,826.8678244,826.3145755,825.7568461,825.1660569,824.5162836,823.8449351,823.2881638,822.8567931,822.6623128,822.0612685,821.4135025,820.8836466,820.5240999,819.9966768,819.634686,819.1782106,818.8601288,818.3359982,817.8773258,817.6509895,817.1918207,816.8752923,816.5600486,816.1261921,815.6276328,815.3902962,814.9162019,814.5551929,814.1386828,813.9665387,813.6188708,813.2122057,812.81395,812.5413607,812.1524055,811.8819823,811.6886306,811.4931812,811.3336729,811.2158287,810.9531191,810.650138,810.3618977,809.9995539,809.6510571,809.4691877,809.2331677,808.8370978,808.5584368,808.3735542,808.1771688,807.9846924,807.695304,807.1791027,807.1372236,806.7509338,806.6196137,806.2704014,805.9797687,805.8619977,805.5684453,805.4259147,805.2871632,804.9278171,804.8469455,804.6421237,804.4250868,804.3155872,804.0783678,803.927112,803.5677712,803.3990825,803.4569185,803.4405046,803.0241893,802.9122531,802.8007253,802.4758577,802.3809006,802.3844823,802.1554518,801.9858876,801.7018251,801.3308378,801.3772505,801.1240836,800.9824221,800.8251252,800.6512862,800.4517909,800.289672,800.2621648,800.1046342,800.087494,800.0024029,799.8157314,799.6778156,799.5368947,799.2239228,799.2795485,799.1180172,798.885283,798.8423661,798.6929307,798.5059926,798.3370427,798.14411,798.1689732,797.8485489,797.7509522,797.6668245,797.5319945,797.5094703,797.3867151,797.0813511,797.0565405,796.7930445,796.6737664,796.6139222,796.4534294,796.3258823,796.0974152,795.8694861,795.9163128,796.019874,795.7551064,795.4903917,795.6338059,795.4053227,795.4614863,795.3463047,795.1732679,795.0241748,795.0809085,794.8752357,794.7296789,794.5394817,794.4583865,794.4187631,794.3490773,794.1564498,794.1234735,794.0107974,793.7842326,793.7862751,793.6659726
