1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0011650793650793652,0.0017639249639249644,0.0028734487734487736,0.0035262265512265513,0.0038282467532467536,0.004514357864357865,0.005192135642135641,0.005848124098124097,0.006800144300144299,0.007722366522366521,0.008155699855699854,0.008266810966810966,0.009070779220779215,0.010438636363636357,0.011796969696969688,0.01246684704184703,0.013749422799422789,0.01605339105339104,0.017264502164502152,0.019086724386724378,0.019311724386724374,0.019597438672438662,0.020484740259740248,0.022533982683982677,0.023230808080808078,0.02359588744588744,0.02441771284271284,0.025685569985569985,0.02656453823953824,0.027970526695526698,0.02882449494949495,0.030070129870129872,0.03184711399711399,0.03359830447330448,0.034466161616161624,0.0354550505050505,0.035802272727272724,0.036177272727272725,0.03627727272727272,0.03682965367965368,0.03773798701298701,0.038990764790764784,0.039708621933621936,0.04027647907647908,0.041219336219336225,0.042269336219336234,0.042887193362193377,0.04323005050505052,0.044056240981241,0.04425624098124101
