0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,0.002074242,0.0028335,0.00405802,0.004474281,0.004510095,0.004988125,0.005261963,0.005619549,0.006107876,0.00645336,0.006346359,0.006118185,0.006391682,0.006806635,0.007439987,0.007603061,0.007828664,0.008575979,0.008733459,0.008891141,0.00870914,0.008549092,0.008604522,0.008799396,0.008833179,0.008741665,0.008832902,0.008985985,0.009114993,0.009350618,0.00937046,0.009488448,0.009890592,0.010185909,0.010229876,0.010226106,0.010126519,0.00999405,0.009818957,0.009779974,0.009823877,0.009951011,0.009950488,0.009945416,0.009912861,0.009915826,0.009881027,0.009807781,0.009779551,0.009675643
